timestamp_utc,day_of_week,hour_of_day,minute_bucket,is_weekend,is_sale_day,event_type,baseline_rps,demand_multiplier,actual_rps,avg_latency_ms,p95_latency_ms,error_rate,avg_payload_kb,avg_work_units,recommended_workers
2025-01-24T12:30:00+00:00,Friday,12,30,0,0,none,39.76,1.4961,41.891,47.04,60.211,0.0,18.0,8.0,2
2025-01-24T12:45:00+00:00,Friday,12,45,0,0,none,39.76,1.6397,45.911,49.251,63.041,0.0,18.0,8.0,2
2025-01-24T13:00:00+00:00,Friday,13,0,0,0,none,39.76,1.5297,42.831,47.557,60.873,0.0,18.0,8.0,2
2025-01-24T13:15:00+00:00,Friday,13,15,0,0,none,39.76,1.4277,39.976,45.987,58.863,0.0,18.0,8.0,2
2025-01-24T13:30:00+00:00,Friday,13,30,0,0,none,39.76,1.5467,43.309,47.82,61.21,0.0,18.0,8.0,2
2025-01-24T13:45:00+00:00,Friday,13,45,0,0,none,39.76,1.4568,40.789,46.434,59.436,0.0,18.0,8.0,2
2025-01-24T14:00:00+00:00,Friday,14,0,0,0,none,39.76,1.4623,40.943,46.519,59.544,0.0,18.0,8.0,2
2025-01-24T14:15:00+00:00,Friday,14,15,0,0,none,39.76,1.4737,41.265,46.696,59.771,0.0,18.0,8.0,2
2025-01-24T14:30:00+00:00,Friday,14,30,0,0,none,39.76,1.5779,44.182,48.3,61.824,0.0,18.0,8.0,2
2025-01-24T14:45:00+00:00,Friday,14,45,0,0,none,39.76,1.4652,41.026,46.564,59.602,0.0,18.0,8.0,2
2025-01-24T15:00:00+00:00,Friday,15,0,0,0,none,39.76,1.4709,41.186,46.652,59.715,0.0,18.0,8.0,2
2025-01-24T15:15:00+00:00,Friday,15,15,0,0,none,39.76,1.5251,42.702,47.486,60.782,0.0,18.0,8.0,2
2025-01-24T15:30:00+00:00,Friday,15,30,0,0,none,39.76,1.515,42.42,47.331,60.584,0.0,18.0,8.0,2
2025-01-24T15:45:00+00:00,Friday,15,45,0,0,none,39.76,1.4634,40.976,46.537,59.567,0.0,18.0,8.0,2
2025-01-24T16:00:00+00:00,Friday,16,0,0,0,none,39.76,1.4655,41.034,46.569,59.608,0.0,18.0,8.0,2
2025-01-24T16:15:00+00:00,Friday,16,15,0,0,none,39.76,1.4072,39.402,45.671,58.459,0.0,18.0,8.0,2
2025-01-24T16:30:00+00:00,Friday,16,30,0,0,none,39.76,1.4944,41.842,47.013,60.177,0.0,18.0,8.0,2
2025-01-24T16:45:00+00:00,Friday,16,45,0,0,none,39.76,1.5063,42.176,47.197,60.412,0.0,18.0,8.0,2
2025-01-24T17:00:00+00:00,Friday,17,0,0,0,none,33.04,1.2043,33.719,42.545,54.458,0.0,18.0,8.0,2
2025-01-24T17:15:00+00:00,Friday,17,15,0,0,none,33.04,1.1817,33.086,42.197,54.012,0.0,18.0,8.0,2
2025-01-24T17:30:00+00:00,Friday,17,30,0,0,none,33.04,1.1964,33.5,42.425,54.304,0.0,18.0,8.0,2
2025-01-24T17:45:00+00:00,Friday,17,45,0,0,none,33.04,1.202,33.657,42.511,54.414,0.0,18.0,8.0,2
2025-01-24T18:00:00+00:00,Friday,18,0,0,0,none,33.04,1.2936,36.221,43.922,56.22,0.0,18.0,8.0,2
2025-01-24T18:15:00+00:00,Friday,18,15,0,0,none,33.04,1.2925,36.191,43.905,56.198,0.0,18.0,8.0,2
2025-01-24T18:30:00+00:00,Friday,18,30,0,0,none,33.04,1.2779,35.781,43.68,55.91,0.0,18.0,8.0,2
2025-01-24T18:45:00+00:00,Friday,18,45,0,0,none,33.04,1.2558,35.162,43.339,55.474,0.0,18.0,8.0,2
2025-01-24T19:00:00+00:00,Friday,19,0,0,0,none,33.04,1.1488,32.167,41.692,53.366,0.0,18.0,8.0,2
2025-01-24T19:15:00+00:00,Friday,19,15,0,0,none,33.04,1.1627,32.557,41.906,53.64,0.0,18.0,8.0,2
2025-01-24T19:30:00+00:00,Friday,19,30,0,0,none,33.04,1.1906,33.337,42.335,54.189,0.0,18.0,8.0,2
2025-01-24T19:45:00+00:00,Friday,19,45,0,0,none,33.04,1.3069,36.593,44.126,56.481,0.0,18.0,8.0,2
2025-01-24T20:00:00+00:00,Friday,20,0,0,0,none,33.04,1.2664,35.458,43.502,55.683,0.0,18.0,8.0,2
2025-01-24T20:15:00+00:00,Friday,20,15,0,0,none,33.04,1.1658,32.642,41.953,53.7,0.0,18.0,8.0,2
2025-01-24T20:30:00+00:00,Friday,20,30,0,0,none,33.04,1.2388,34.685,43.077,55.139,0.0,18.0,8.0,2
2025-01-24T20:45:00+00:00,Friday,20,45,0,0,none,33.04,1.2018,33.65,42.508,54.41,0.0,18.0,8.0,2
2025-01-24T21:00:00+00:00,Friday,21,0,0,0,none,19.6,0.6771,18.959,34.427,44.067,0.0,18.0,8.0,2
2025-01-24T21:15:00+00:00,Friday,21,15,0,0,none,19.6,0.7027,19.677,34.822,44.572,0.0,18.0,8.0,2
2025-01-24T21:30:00+00:00,Friday,21,30,0,0,none,19.6,0.7016,19.646,34.805,44.55,0.0,18.0,8.0,2
2025-01-24T21:45:00+00:00,Friday,21,45,0,0,none,19.6,0.8001,22.402,36.321,46.491,0.0,18.0,8.0,2
2025-01-24T22:00:00+00:00,Friday,22,0,0,0,none,19.6,0.6864,19.219,34.57,44.25,0.0,18.0,8.0,2
2025-01-24T22:15:00+00:00,Friday,22,15,0,0,none,19.6,0.7309,20.465,35.256,45.128,0.0,18.0,8.0,2
2025-01-24T22:30:00+00:00,Friday,22,30,0,0,none,19.6,0.7508,21.021,35.562,45.519,0.0,18.0,8.0,2
2025-01-24T22:45:00+00:00,Friday,22,45,0,0,none,19.6,0.7263,20.337,35.185,45.037,0.0,18.0,8.0,2
2025-01-24T23:00:00+00:00,Friday,23,0,0,0,none,19.6,0.7638,21.387,35.763,45.777,0.0,18.0,8.0,2
2025-01-24T23:15:00+00:00,Friday,23,15,0,0,none,19.6,0.7109,19.905,34.948,44.733,0.0,18.0,8.0,2
2025-01-24T23:30:00+00:00,Friday,23,30,0,0,none,19.6,0.755,21.14,35.627,45.603,0.0,18.0,8.0,2
2025-01-24T23:45:00+00:00,Friday,23,45,0,0,none,19.6,0.7429,20.802,35.441,45.364,0.0,18.0,8.0,2
2025-01-25T00:00:00+00:00,Saturday,0,0,1,1,none,5.2,0.2685,5.371,23.954,30.661,0.0,15.68,6.5,2
2025-01-25T00:15:00+00:00,Saturday,0,15,1,1,none,5.2,0.268,5.36,23.948,30.653,0.0,15.68,6.5,2
2025-01-25T00:30:00+00:00,Saturday,0,30,1,1,none,5.2,0.2901,5.803,24.192,30.966,0.0,15.68,6.5,2
2025-01-25T00:45:00+00:00,Saturday,0,45,1,1,none,5.2,0.2926,5.852,24.219,31.0,0.0,15.68,6.5,2
2025-01-25T01:00:00+00:00,Saturday,1,0,1,1,none,5.2,0.2614,5.227,23.875,30.56,0.0,15.68,6.5,2
2025-01-25T01:15:00+00:00,Saturday,1,15,1,1,none,5.2,0.2746,5.492,24.021,30.747,0.0,15.68,6.5,2
2025-01-25T01:30:00+00:00,Saturday,1,30,1,1,none,5.2,0.2872,5.744,24.159,30.924,0.0,15.68,6.5,2
2025-01-25T01:45:00+00:00,Saturday,1,45,1,1,none,5.2,0.2889,5.777,24.177,30.947,0.0,15.68,6.5,2
2025-01-25T02:00:00+00:00,Saturday,2,0,1,1,none,5.2,0.2498,4.996,23.748,30.397,0.0,15.68,6.5,2
2025-01-25T02:15:00+00:00,Saturday,2,15,1,1,none,5.2,0.2802,5.603,24.082,30.825,0.0,15.68,6.5,2
2025-01-25T02:30:00+00:00,Saturday,2,30,1,1,none,5.2,0.2708,5.417,23.979,30.693,0.0,15.68,6.5,2
2025-01-25T02:45:00+00:00,Saturday,2,45,1,1,none,5.2,0.2766,5.532,24.043,30.775,0.0,15.68,6.5,2
2025-01-25T03:00:00+00:00,Saturday,3,0,1,1,none,5.2,0.2716,5.433,23.988,30.705,0.0,15.68,6.5,2
2025-01-25T03:15:00+00:00,Saturday,3,15,1,1,none,5.2,0.2574,5.147,23.831,30.504,0.0,15.68,6.5,2
2025-01-25T03:30:00+00:00,Saturday,3,30,1,1,none,5.2,0.296,5.92,24.256,31.048,0.0,15.68,6.5,2
2025-01-25T03:45:00+00:00,Saturday,3,45,1,1,none,5.2,0.2811,5.621,24.092,30.838,0.0,15.68,6.5,2
2025-01-25T04:00:00+00:00,Saturday,4,0,1,1,none,5.2,0.2573,5.146,23.83,30.502,0.0,15.68,6.5,2
2025-01-25T04:15:00+00:00,Saturday,4,15,1,1,none,5.2,0.2606,5.211,23.866,30.548,0.0,15.68,6.5,2
2025-01-25T04:30:00+00:00,Saturday,4,30,1,1,none,5.2,0.293,5.86,24.223,31.005,0.0,15.68,6.5,2
2025-01-25T04:45:00+00:00,Saturday,4,45,1,1,none,5.2,0.2977,5.955,24.275,31.072,0.0,15.68,6.5,2
2025-01-25T05:00:00+00:00,Saturday,5,0,1,1,none,5.2,0.2746,5.492,24.021,30.747,0.0,15.68,6.5,2
2025-01-25T05:15:00+00:00,Saturday,5,15,1,1,none,5.2,0.2583,5.166,23.841,30.516,0.0,15.68,6.5,2
2025-01-25T05:30:00+00:00,Saturday,5,30,1,1,none,5.2,0.2988,5.976,24.287,31.087,0.0,15.68,6.5,2
2025-01-25T05:45:00+00:00,Saturday,5,45,1,1,none,5.2,0.2845,5.691,24.13,30.886,0.0,15.68,6.5,2
2025-01-25T06:00:00+00:00,Saturday,6,0,1,1,none,5.2,0.2802,5.604,24.082,30.825,0.0,15.68,6.5,2
2025-01-25T06:15:00+00:00,Saturday,6,15,1,1,none,5.2,0.3345,6.691,24.68,31.59,0.0,15.68,6.5,2
2025-01-25T06:30:00+00:00,Saturday,6,30,1,1,none,5.2,0.2887,5.775,24.176,30.945,0.0,15.68,6.5,2
2025-01-25T06:45:00+00:00,Saturday,6,45,1,1,none,5.2,0.2859,5.718,24.145,30.906,0.0,15.68,6.5,2
2025-01-25T07:00:00+00:00,Saturday,7,0,1,1,none,5.2,0.2863,5.727,24.15,30.912,0.0,15.68,6.5,2
2025-01-25T07:15:00+00:00,Saturday,7,15,1,1,none,5.2,0.2701,5.402,23.971,30.683,0.0,15.68,6.5,2
2025-01-25T07:30:00+00:00,Saturday,7,30,1,1,none,5.2,0.2621,5.243,23.884,30.572,0.0,15.68,6.5,2
2025-01-25T07:45:00+00:00,Saturday,7,45,1,1,none,5.2,0.2718,5.435,23.989,30.706,0.0,15.68,6.5,2
2025-01-25T08:00:00+00:00,Saturday,8,0,1,1,sale_day,14.4,1.5219,30.438,37.741,48.308,0.0,15.68,7.67,2
2025-01-25T08:15:00+00:00,Saturday,8,15,1,1,sale_day,14.4,1.4263,28.526,36.689,46.962,0.0,15.68,7.67,2
2025-01-25T08:30:00+00:00,Saturday,8,30,1,1,sale_day,14.4,1.5456,30.913,38.002,48.643,0.0,15.68,7.67,2
2025-01-25T08:45:00+00:00,Saturday,8,45,1,1,sale_day,14.4,1.5981,31.962,38.579,49.381,0.0,15.68,7.67,2
2025-01-25T09:00:00+00:00,Saturday,9,0,1,1,sale_day,14.4,1.4538,29.077,36.992,47.35,0.0,15.68,7.67,2
2025-01-25T09:15:00+00:00,Saturday,9,15,1,1,sale_day,14.4,1.4692,29.384,37.161,47.566,0.0,15.68,7.67,2
2025-01-25T09:30:00+00:00,Saturday,9,30,1,1,sale_day,14.4,1.4226,28.451,36.648,46.909,0.0,15.68,7.67,2
2025-01-25T09:45:00+00:00,Saturday,9,45,1,1,sale_day,14.4,1.4122,28.244,36.534,46.764,0.0,15.68,7.67,2
2025-01-25T10:00:00+00:00,Saturday,10,0,1,1,sale_day,14.4,1.3468,26.936,35.815,45.843,0.0,15.68,7.67,2
2025-01-25T10:15:00+00:00,Saturday,10,15,1,1,sale_day,14.4,1.4476,28.951,36.923,47.261,0.0,15.68,7.67,2
2025-01-25T10:30:00+00:00,Saturday,10,30,1,1,sale_day,14.4,1.4668,29.336,37.135,47.533,0.0,15.68,7.67,2
2025-01-25T10:45:00+00:00,Saturday,10,45,1,1,sale_day,14.4,1.4668,29.336,37.135,47.533,0.0,15.68,7.67,2
2025-01-25T11:00:00+00:00,Saturday,11,0,1,1,none,14.4,0.7985,15.969,29.783,38.122,0.0,15.68,6.5,2
2025-01-25T11:15:00+00:00,Saturday,11,15,1,1,none,14.4,0.9869,19.739,31.856,40.776,0.0,15.68,6.5,2
2025-01-25T11:30:00+00:00,Saturday,11,30,1,1,none,14.4,0.918,18.361,31.099,39.807,0.0,15.68,6.5,2
2025-01-25T11:45:00+00:00,Saturday,11,45,1,1,none,14.4,0.778,15.56,29.558,37.834,0.0,15.68,6.5,2
2025-01-25T12:00:00+00:00,Saturday,12,0,1,1,sale_day,21.6,1.7387,34.773,40.125,51.36,0.0,15.68,7.67,2
2025-01-25T12:15:00+00:00,Saturday,12,15,1,1,sale_day,21.6,2.0255,40.51,43.281,55.4,0.0,15.68,7.67,2
2025-01-25T12:30:00+00:00,Saturday,12,30,1,1,sale_day,21.6,1.9265,38.53,42.192,54.006,0.0,15.68,7.67,2
2025-01-25T12:45:00+00:00,Saturday,12,45,1,1,sale_day,21.6,1.778,35.561,40.559,51.916,0.0,15.68,7.67,2
2025-01-25T13:00:00+00:00,Saturday,13,0,1,1,sale_day,21.6,1.7808,35.616,40.589,51.954,0.0,15.68,7.67,2
2025-01-25T13:15:00+00:00,Saturday,13,15,1,1,sale_day,21.6,1.8305,36.61,41.136,52.654,0.0,15.68,7.67,2
2025-01-25T13:30:00+00:00,Saturday,13,30,1,1,sale_day,21.6,1.8717,37.434,41.589,53.234,0.0,15.68,7.67,2
2025-01-25T13:45:00+00:00,Saturday,13,45,1,1,sale_day,21.6,1.7424,34.848,40.166,51.412,0.0,15.68,7.67,2
2025-01-25T14:00:00+00:00,Saturday,14,0,1,1,sale_day,21.6,1.6959,33.919,39.655,50.758,0.0,15.68,7.67,2
2025-01-25T14:15:00+00:00,Saturday,14,15,1,1,sale_day,21.6,1.89,37.801,41.791,53.492,0.0,15.68,7.67,2
2025-01-25T14:30:00+00:00,Saturday,14,30,1,1,sale_day,21.6,1.824,36.48,41.064,52.562,0.0,15.68,7.67,2
2025-01-25T14:45:00+00:00,Saturday,14,45,1,1,sale_day,21.6,1.7988,35.977,40.787,52.207,0.0,15.68,7.67,2
2025-01-25T15:00:00+00:00,Saturday,15,0,1,1,none,21.6,1.154,23.08,33.694,43.128,0.0,15.68,6.5,2
2025-01-25T15:15:00+00:00,Saturday,15,15,1,1,none,21.6,1.0692,21.385,32.762,41.935,0.0,15.68,6.5,2
2025-01-25T15:30:00+00:00,Saturday,15,30,1,1,none,21.6,1.2283,24.565,34.511,44.174,0.0,15.68,6.5,2
2025-01-25T15:45:00+00:00,Saturday,15,45,1,1,none,21.6,1.1086,22.171,33.194,42.488,0.0,15.68,6.5,2
2025-01-25T16:00:00+00:00,Saturday,16,0,1,1,none,21.6,1.0676,21.352,32.744,41.912,0.0,15.68,6.5,2
2025-01-25T16:15:00+00:00,Saturday,16,15,1,1,none,21.6,1.1603,23.205,33.763,43.217,0.0,15.68,6.5,2
2025-01-25T16:30:00+00:00,Saturday,16,30,1,1,none,21.6,1.0844,21.688,32.928,42.148,0.0,15.68,6.5,2
2025-01-25T16:45:00+00:00,Saturday,16,45,1,1,none,21.6,1.2489,24.978,34.738,44.465,0.0,15.68,6.5,2
2025-01-25T17:00:00+00:00,Saturday,17,0,1,1,none,21.6,1.0372,20.744,32.409,41.484,0.0,15.68,6.5,2
2025-01-25T17:15:00+00:00,Saturday,17,15,1,1,none,21.6,1.0831,21.661,32.914,42.13,0.0,15.68,6.5,2
2025-01-25T17:30:00+00:00,Saturday,17,30,1,1,none,21.6,1.0995,21.99,33.094,42.36,0.0,15.68,6.5,2
2025-01-25T17:45:00+00:00,Saturday,17,45,1,1,none,21.6,1.2126,24.252,34.339,43.954,0.0,15.68,6.5,2
2025-01-25T18:00:00+00:00,Saturday,18,0,1,1,none,24.4,1.225,24.501,34.476,44.129,0.0,15.68,6.5,2
2025-01-25T18:15:00+00:00,Saturday,18,15,1,1,none,24.4,1.3447,26.895,35.792,45.814,0.0,15.68,6.5,2
2025-01-25T18:30:00+00:00,Saturday,18,30,1,1,none,24.4,1.4087,28.174,36.496,46.715,0.0,15.68,6.5,2
2025-01-25T18:45:00+00:00,Saturday,18,45,1,1,none,24.4,1.3975,27.95,36.373,46.557,0.0,15.68,6.5,2
2025-01-25T19:00:00+00:00,Saturday,19,0,1,1,sale_day,24.4,2.6966,53.932,53.732,70.725,0.0,15.68,7.67,2
2025-01-25T19:15:00+00:00,Saturday,19,15,1,1,sale_day,24.4,3.0319,60.638,65.828,90.259,0.0036,15.68,7.67,2
2025-01-25T19:30:00+00:00,Saturday,19,30,1,1,sale_day,24.4,3.0811,61.621,68.051,93.854,0.0042,15.68,7.67,2
2025-01-25T19:45:00+00:00,Saturday,19,45,1,1,sale_day,24.4,3.1201,62.401,69.896,96.845,0.0047,15.68,7.67,2
2025-01-25T20:00:00+00:00,Saturday,20,0,1,1,sale_day,24.4,2.7926,55.852,56.648,75.453,0.0005,15.68,7.67,2
2025-01-25T20:15:00+00:00,Saturday,20,15,1,1,sale_day,24.4,2.6699,53.397,52.997,69.526,0.0,15.68,7.67,2
2025-01-25T20:30:00+00:00,Saturday,20,30,1,1,sale_day,24.4,3.0542,61.084,66.822,91.865,0.0039,15.68,7.67,2
2025-01-25T20:45:00+00:00,Saturday,20,45,1,1,sale_day,24.4,2.9276,58.551,61.49,83.261,0.0023,15.68,7.67,2
2025-01-25T21:00:00+00:00,Saturday,21,0,1,1,sale_day,24.4,2.817,56.34,57.459,76.763,0.0009,15.68,7.67,2
2025-01-25T21:15:00+00:00,Saturday,21,15,1,1,sale_day,24.4,3.0346,60.691,65.945,90.448,0.0036,15.68,7.67,2
2025-01-25T21:30:00+00:00,Saturday,21,30,1,1,sale_day,24.4,3.0052,60.104,64.669,88.387,0.0032,15.68,7.67,2
2025-01-25T21:45:00+00:00,Saturday,21,45,1,1,sale_day,24.4,3.1157,62.314,69.687,96.505,0.0047,15.68,7.67,2
2025-01-25T22:00:00+00:00,Saturday,22,0,1,1,none,24.4,1.2903,25.805,35.193,45.047,0.0,15.68,6.5,2
2025-01-25T22:15:00+00:00,Saturday,22,15,1,1,none,24.4,1.2203,24.406,34.423,44.061,0.0,15.68,6.5,2
2025-01-25T22:30:00+00:00,Saturday,22,30,1,1,none,24.4,1.2232,24.463,34.455,44.102,0.0,15.68,6.5,2
2025-01-25T22:45:00+00:00,Saturday,22,45,1,1,none,24.4,1.3549,27.099,35.904,45.957,0.0,15.68,6.5,2
2025-01-25T23:00:00+00:00,Saturday,23,0,1,1,none,11.0,0.5296,10.593,26.826,34.337,0.0,15.68,6.5,2
2025-01-25T23:15:00+00:00,Saturday,23,15,1,1,none,11.0,0.579,11.579,27.368,35.031,0.0,15.68,6.5,2
2025-01-25T23:30:00+00:00,Saturday,23,30,1,1,none,11.0,0.6269,12.538,27.896,35.707,0.0,15.68,6.5,2
2025-01-25T23:45:00+00:00,Saturday,23,45,1,1,none,11.0,0.6022,12.044,27.624,35.359,0.0,15.68,6.5,2
2025-01-26T00:00:00+00:00,Sunday,0,0,1,0,none,5.2,0.2705,5.409,23.975,30.688,0.0,14.0,6.5,2
2025-01-26T00:15:00+00:00,Sunday,0,15,1,0,none,5.2,0.2672,5.343,23.939,30.642,0.0,14.0,6.5,2
2025-01-26T00:30:00+00:00,Sunday,0,30,1,0,none,5.2,0.263,5.259,23.892,30.582,0.0,14.0,6.5,2
2025-01-26T00:45:00+00:00,Sunday,0,45,1,0,none,5.2,0.2862,5.723,24.148,30.909,0.0,14.0,6.5,2
2025-01-26T01:00:00+00:00,Sunday,1,0,1,0,none,5.2,0.2882,5.764,24.17,30.938,0.0,14.0,6.5,2
2025-01-26T01:15:00+00:00,Sunday,1,15,1,0,none,5.2,0.3354,6.708,24.689,31.602,0.0,14.0,6.5,2
2025-01-26T01:30:00+00:00,Sunday,1,30,1,0,none,5.2,0.2867,5.734,24.154,30.917,0.0,14.0,6.5,2
2025-01-26T01:45:00+00:00,Sunday,1,45,1,0,none,5.2,0.2842,5.683,24.126,30.881,0.0,14.0,6.5,2
2025-01-26T02:00:00+00:00,Sunday,2,0,1,0,none,5.2,0.3402,6.803,24.742,31.67,0.0,14.0,6.5,2
2025-01-26T02:15:00+00:00,Sunday,2,15,1,0,none,5.2,0.2577,5.154,23.835,30.509,0.0,14.0,6.5,2
2025-01-26T02:30:00+00:00,Sunday,2,30,1,0,none,5.2,0.267,5.34,23.937,30.639,0.0,14.0,6.5,2
2025-01-26T02:45:00+00:00,Sunday,2,45,1,0,none,5.2,0.2884,5.767,24.172,30.94,0.0,14.0,6.5,2
2025-01-26T03:00:00+00:00,Sunday,3,0,1,0,none,5.2,0.2649,5.297,23.913,30.609,0.0,14.0,6.5,2
2025-01-26T03:15:00+00:00,Sunday,3,15,1,0,none,5.2,0.2901,5.802,24.191,30.964,0.0,14.0,6.5,2
2025-01-26T03:30:00+00:00,Sunday,3,30,1,0,none,5.2,0.2885,5.771,24.174,30.943,0.0,14.0,6.5,2
2025-01-26T03:45:00+00:00,Sunday,3,45,1,0,none,5.2,0.2684,5.368,23.952,30.659,0.0,14.0,6.5,2
2025-01-26T04:00:00+00:00,Sunday,4,0,1,0,none,5.2,0.2594,5.189,23.854,30.533,0.0,14.0,6.5,2
2025-01-26T04:15:00+00:00,Sunday,4,15,1,0,none,5.2,0.2905,5.81,24.195,30.97,0.0,14.0,6.5,2
2025-01-26T04:30:00+00:00,Sunday,4,30,1,0,none,5.2,0.2886,5.772,24.175,30.944,0.0,14.0,6.5,2
2025-01-26T04:45:00+00:00,Sunday,4,45,1,0,none,5.2,0.3012,6.025,24.314,31.122,0.0,14.0,6.5,2
2025-01-26T05:00:00+00:00,Sunday,5,0,1,0,none,5.2,0.2776,5.553,24.054,30.789,0.0,14.0,6.5,2
2025-01-26T05:15:00+00:00,Sunday,5,15,1,0,none,5.2,0.2822,5.644,24.104,30.853,0.0,14.0,6.5,2
2025-01-26T05:30:00+00:00,Sunday,5,30,1,0,none,5.2,0.2856,5.712,24.142,30.902,0.0,14.0,6.5,2
2025-01-26T05:45:00+00:00,Sunday,5,45,1,0,none,5.2,0.2835,5.67,24.119,30.872,0.0,14.0,6.5,2
2025-01-26T06:00:00+00:00,Sunday,6,0,1,0,none,5.2,0.2509,5.017,23.759,30.412,0.0,14.0,6.5,2
2025-01-26T06:15:00+00:00,Sunday,6,15,1,0,none,5.2,0.263,5.259,23.892,30.582,0.0,14.0,6.5,2
2025-01-26T06:30:00+00:00,Sunday,6,30,1,0,none,5.2,0.2787,5.573,24.065,30.803,0.0,14.0,6.5,2
2025-01-26T06:45:00+00:00,Sunday,6,45,1,0,none,5.2,0.2803,5.607,24.084,30.828,0.0,14.0,6.5,2
2025-01-26T07:00:00+00:00,Sunday,7,0,1,0,none,5.2,0.2796,5.592,24.076,30.817,0.0,14.0,6.5,2
2025-01-26T07:15:00+00:00,Sunday,7,15,1,0,none,5.2,0.2873,5.746,24.16,30.925,0.0,14.0,6.5,2
2025-01-26T07:30:00+00:00,Sunday,7,30,1,0,none,5.2,0.2867,5.734,24.154,30.917,0.0,14.0,6.5,2
2025-01-26T07:45:00+00:00,Sunday,7,45,1,0,none,5.2,0.2928,5.855,24.22,31.002,0.0,14.0,6.5,2
2025-01-26T08:00:00+00:00,Sunday,8,0,1,0,none,14.4,0.7059,14.119,28.765,36.819,0.0,14.0,6.5,2
2025-01-26T08:15:00+00:00,Sunday,8,15,1,0,none,14.4,0.7195,14.391,28.915,37.011,0.0,14.0,6.5,2
2025-01-26T08:30:00+00:00,Sunday,8,30,1,0,none,14.4,0.7958,15.916,29.754,38.085,0.0,14.0,6.5,2
2025-01-26T08:45:00+00:00,Sunday,8,45,1,0,none,14.4,0.7576,15.152,29.334,37.548,0.0,14.0,6.5,2
2025-01-26T09:00:00+00:00,Sunday,9,0,1,0,none,14.4,0.7619,15.237,29.38,37.606,0.0,14.0,6.5,2
2025-01-26T09:15:00+00:00,Sunday,9,15,1,0,none,14.4,0.7634,15.268,29.397,37.628,0.0,14.0,6.5,2
2025-01-26T09:30:00+00:00,Sunday,9,30,1,0,none,14.4,0.7347,14.693,29.081,37.224,0.0,14.0,6.5,2
2025-01-26T09:45:00+00:00,Sunday,9,45,1,0,none,14.4,0.7958,15.916,29.754,38.085,0.0,14.0,6.5,2
2025-01-26T10:00:00+00:00,Sunday,10,0,1,0,none,14.4,0.796,15.919,29.755,38.086,0.0,14.0,6.5,2
2025-01-26T10:15:00+00:00,Sunday,10,15,1,0,none,14.4,0.8408,16.816,30.249,38.719,0.0,14.0,6.5,2
2025-01-26T10:30:00+00:00,Sunday,10,30,1,0,none,14.4,0.7481,14.962,29.229,37.413,0.0,14.0,6.5,2
2025-01-26T10:45:00+00:00,Sunday,10,45,1,0,none,14.4,0.7847,15.694,29.632,37.929,0.0,14.0,6.5,2
2025-01-26T11:00:00+00:00,Sunday,11,0,1,0,none,14.4,0.7868,15.736,29.655,37.958,0.0,14.0,6.5,2
2025-01-26T11:15:00+00:00,Sunday,11,15,1,0,none,14.4,0.7739,15.479,29.513,37.777,0.0,14.0,6.5,2
2025-01-26T11:30:00+00:00,Sunday,11,30,1,0,none,14.4,0.8069,16.139,29.876,38.241,0.0,14.0,6.5,2
2025-01-26T11:45:00+00:00,Sunday,11,45,1,0,none,14.4,0.8471,16.941,30.318,38.807,0.0,14.0,6.5,2
2025-01-26T12:00:00+00:00,Sunday,12,0,1,0,none,21.6,1.1153,22.306,33.268,42.583,0.0,14.0,6.5,2
2025-01-26T12:15:00+00:00,Sunday,12,15,1,0,none,21.6,1.1963,23.926,34.159,43.724,0.0,14.0,6.5,2
2025-01-26T12:30:00+00:00,Sunday,12,30,1,0,none,21.6,1.2249,24.497,34.473,44.125,0.0,14.0,6.5,2
2025-01-26T12:45:00+00:00,Sunday,12,45,1,0,none,21.6,1.1198,22.396,33.318,42.647,0.0,14.0,6.5,2
2025-01-26T13:00:00+00:00,Sunday,13,0,1,0,none,21.6,1.1511,23.022,33.662,43.087,0.0,14.0,6.5,2
2025-01-26T13:15:00+00:00,Sunday,13,15,1,0,none,21.6,1.0776,21.552,32.854,42.053,0.0,14.0,6.5,2
2025-01-26T13:30:00+00:00,Sunday,13,30,1,0,none,21.6,1.1459,22.918,33.605,43.014,0.0,14.0,6.5,2
2025-01-26T13:45:00+00:00,Sunday,13,45,1,0,none,21.6,1.1298,22.596,33.428,42.788,0.0,14.0,6.5,2
2025-01-26T14:00:00+00:00,Sunday,14,0,1,0,none,21.6,1.1983,23.966,34.181,43.752,0.0,14.0,6.5,2
2025-01-26T14:15:00+00:00,Sunday,14,15,1,0,none,21.6,1.0774,21.548,32.851,42.049,0.0,14.0,6.5,2
2025-01-26T14:30:00+00:00,Sunday,14,30,1,0,none,21.6,1.2198,24.397,34.418,44.055,0.0,14.0,6.5,2
2025-01-26T14:45:00+00:00,Sunday,14,45,1,0,none,21.6,1.189,23.78,34.079,43.621,0.0,14.0,6.5,2
2025-01-26T15:00:00+00:00,Sunday,15,0,1,0,none,21.6,1.0489,20.977,32.537,41.647,0.0,14.0,6.5,2
2025-01-26T15:15:00+00:00,Sunday,15,15,1,0,none,21.6,1.0958,21.917,33.054,42.309,0.0,14.0,6.5,2
2025-01-26T15:30:00+00:00,Sunday,15,30,1,0,none,21.6,1.1366,22.732,33.503,42.884,0.0,14.0,6.5,2
2025-01-26T15:45:00+00:00,Sunday,15,45,1,0,none,21.6,1.1281,22.562,33.409,42.764,0.0,14.0,6.5,2
